key;section;texte;texte_en;texte_en;;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.10.catalog.description;Secteur 10 (Page);Consultez notre catalogue d'analyses pour les principaux pathogènes des pelouses de cimetières. Nous pouvons combiner des analyses pour un profil complet ou rechercher des pathogènes spécifiques sur demande.;[EN] Check our catalog of analyses for the main cemetery lawn pathogens. We can combine analyses for a complete profile or search for specific pathogens on request.;[EN] Check our catalog of analyses for the main cemetery lawn pathogens. We can combine analyses for a complete profile or search for specific pathogens on request.;;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.10.catalog.title;Secteur 10 (Page);Analyses Catalogue et Combinaisons Spécifiques;[EN] Catalog Analyses and Specific Combinations;[EN] Catalog Analyses and Specific Combinations;;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.10.catchphrase;Secteur 10 (Page);En charge de l'entretien des pelouses de cimetières; vous devez assurer une qualité respectueuse tout en maîtrisant vos coûts d'entretien.;[EN] In charge of cemetery lawn maintenance; you must ensure respectful quality while controlling your maintenance costs.;[EN] In charge of cemetery lawn maintenance; you must ensure respectful quality while controlling your maintenance costs.;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.10.cta.diagbox;Secteur 10 (Page);Découvrir DiagBox® Cimetière;[EN] Discover DiagBox® Cemetery;[EN] Discover DiagBox® Cemetery;;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.10.development.description;Secteur 10 (Page);En collaboration avec les gestionnaires de cimetières et les experts du secteur; nous développons des méthodes adaptées aux contraintes spécifiques de ces espaces sensibles.;[EN] In collaboration with cemetery managers and industry experts; we develop methods adapted to the specific constraints of these sensitive spaces.;[EN] In collaboration with cemetery managers and industry experts; we develop methods adapted to the specific constraints of these sensitive spaces.;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.10.development.title;Secteur 10 (Page);Développement de Nouvelles Méthodes;[EN] Development of New Methods;[EN] Development of New Methods;;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.10.diagbox.description;Secteur 10 (Page);Le kit clé-en-main pour prélever facilement gazon; racines ou substrat et obtenir en 48h un diagnostic précis des pathogènes présents. Optimisez l'entretien de vos pelouses de cimetières.;[EN] The turnkey kit to easily sample turf; roots; or substrate and obtain a precise diagnosis of present pathogens within 48 hours. Optimize the maintenance of your cemetery lawns.;[EN] The turnkey kit to easily sample turf; roots; or substrate and obtain a precise diagnosis of present pathogens within 48 hours. Optimize the maintenance of your cemetery lawns.;;;;;;;;;;;;;;;;;;;;;;
sectors.page.10.diagbox.title;Secteur 10 (Page);DiagBox® Cimetière;[EN] DiagBox® Cemetery;[EN] DiagBox® Cemetery;;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.10.intro;Secteur 10 (Page);"**IAGE aide à maintenir la qualité de vos pelouses de cimetières grâce :**
    - à la **détection précoce** des pathogènes affectant les pelouses
    - aux **recommandations** adaptées aux contraintes des cimetières
    - à l'**optimisation** des interventions d'entretien
    - au **respect** des lieux et des normes environnementales";"[EN] IAGE helps maintain your cemetery lawn quality thanks to:
    - Early detection of pathogens affecting lawns
    - Recommendations adapted to cemetery constraints
    - Optimization of maintenance interventions
    - Respect for the premises and environmental standards";"[EN] IAGE helps maintain your cemetery lawn quality thanks to:
    - Early detection of pathogens affecting lawns
    - Recommendations adapted to cemetery constraints
    - Optimization of maintenance interventions
    - Respect for the premises and environmental standards";;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.10.services.title;Secteur 10 (Page);Vous vous posez des questions sur l'entretien de vos pelouses de cimetières; voici nos solutions :;[EN] Questions about your cemetery lawn maintenance? Here are our solutions:;[EN] Questions about your cemetery lawn maintenance? Here are our solutions:;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.common.cta.text;Sections (Commun);Pour en savoir plus sur nos DIAGBOX® ou échanger avec notre équipe contactez-nous.;[EN] To learn more about our DIAGBOX® or discuss with our team contact us.;[EN] To learn more about our DIAGBOX® or discuss with our team contact us.;;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.common.cta.button;Sections (Commun);Contacter un expert;[EN] Contact an expert;[EN] Contact an expert;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.lastName;Contact Form;Nom;[EN] Last Name;[EN] Last Name;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.firstName;Contact Form;Prénom;[EN] First Name;[EN] First Name;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.job_title;Contact Form;Fonction;[EN] Job Title;[EN] Job Title;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.company;Contact Form;Entreprise;[EN] Company;[EN] Company;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.email;Contact Form;Email;[EN] Email;[EN] Email;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.message;Contact Form;Votre message;[EN] Your message;[EN] Your message;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.phone;Contact Form;Téléphone;[EN] Phone;[EN] Phone;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.submit;Contact Form;Envoyer;[EN] Submit;[EN] Submit;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.optional;Contact Form;optionnel - utile pour recevoir plus rapidement vos produits;[EN] optional - useful for faster product delivery;[EN] optional - useful for faster product delivery;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.sector;Contact Form;Secteur d'intérêt;[EN] Sector of Interest;[EN] Sector of Interest;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.select_sector;Contact Form;Sélectionnez un secteur;[EN] Select a sector;[EN] Select a sector;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.service;Contact Form;Service souhaité;[EN] Desired Service;[EN] Desired Service;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.select_service;Contact Form;Sélectionnez un service;[EN] Select a service;[EN] Select a service;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.contact_preference;Contact Form;Mode de réponse souhaité;[EN] Preferred Contact Method;[EN] Preferred Contact Method;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.select_contact_preference;Contact Form;Sélectionnez le mode de réponse souhaité;[EN] Select your preferred contact method;[EN] Select your preferred contact method;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.preferred_time;Contact Form;Demi-journée préférable;[EN] Preferred Time of Day;[EN] Preferred Time of Day;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.select_time;Contact Form;Sélectionnez votre préférence;[EN] Select your preference;[EN] Select your preference;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.time.morning;Contact Form;Matin;[EN] Morning;[EN] Morning;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.time.afternoon;Contact Form;Après-midi;[EN] Afternoon;[EN] Afternoon;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.preference.email;Contact Form;Email;[EN] Email;[EN] Email;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.preference.phone;Contact Form;Appel téléphonique;[EN] Phone Call;[EN] Phone Call;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.preference.video;Contact Form;Visio-conférence;[EN] Video Conference;[EN] Video Conference;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.gdpr_consent;Contact Form;En soumettant ce formulaire; j'accepte que les informations saisies soient exploitées dans le cadre de la relation commerciale qui peut en découler et utilisées pour me recontacter. Je peux à tout moment exercer mes droits de suppression de ces données conformément à la;[EN] By submitting this form; I agree that the information provided may be used in the context of the resulting business relationship and to contact me. I can exercise my rights to delete this data at any time in accordance with the;[EN] By submitting this form; I agree that the information provided may be used in the context of the resulting business relationship and to contact me. I can exercise my rights to delete this data at any time in accordance with the;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.gdpr_required;Contact Form;Veuillez accepter la politique de confidentialité pour continuer.;[EN] Please accept the privacy policy to continue.;[EN] Please accept the privacy policy to continue.;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.privacy_policy;Contact Form;politique de confidentialité;[EN] privacy policy;[EN] privacy policy;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.phone_placeholder;Contact Form;Ex: 06 12 34 56 78;[EN] Ex: 06 12 34 56 78;[EN] Ex: 06 12 34 56 78;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.phone_format;Contact Form;Entrez votre numéro avec le 0 initial (Ex: 06 12 34 56 78);[EN] Enter your number starting with 0 (Ex: 06 12 34 56 78);[EN] Enter your number starting with 0 (Ex: 06 12 34 56 78);;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.phone_format;Contact Form;Format: 06 12 34 56 78;[EN] Format: 06 12 34 56 78;[EN] Format: 06 12 34 56 78;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.success;Contact Form;Votre message a été envoyé avec succès. Nous vous contacterons bientôt.;[EN] Your message has been sent successfully. We will contact you soon.;[EN] Your message has been sent successfully. We will contact you soon.;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.error;Contact Form;Une erreur est survenue lors de l'envoi du formulaire. Veuillez réessayer.;[EN] An error occurred while sending the form. Please try again.;[EN] An error occurred while sending the form. Please try again.;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.address.title;Contact Form;Adresse;[EN] Address;[EN] Address;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.address.street;Contact Form;Numéro et voie;[EN] Street number and name;[EN] Street number and name;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.address.postal_code;Contact Form;Code postal;[EN] Postal Code;[EN] Postal Code;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.address.city;Contact Form;Ville;[EN] City;[EN] City;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.address.country;Contact Form;Pays;[EN] Country;[EN] Country;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.optional;Contact (Form);optionnel;[EN] optional;[EN] optional;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.address.optional;Contact (Form);optionnel - utile pour recevoir plus rapidement vos produits;[EN] optional - useful for faster product delivery;[EN] optional - useful for faster product delivery;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.address.city_loading;Contact (Form);Recherche de la ville...;[EN] Searching for city...;[EN] Searching for city...;;;;;;;;;;;;;;;;;;;;;;;;;;;
contact.form.address.city_help;Contact (Form);Saisissez un code postal pour compléter automatiquement la ville;[EN] Enter a postal code to automatically complete the city;[EN] Enter a postal code to automatically complete the city;;;;;;;;;;;;;;;;;;;;;;;;;;;
